,Code,Description
10018,Y45.8,Άλλα αναλγητικά και αντιπυρετικά 
10019,Y45.9,"Αναλγητικό, αντιπυρετικό και αντιφλεγμονώδες φάρμακο, μη καθορισμένο"
10020,Y46,Αντιεπιληπτικά και αντιπαρκινσονικά φάρμακα
10021,Y46.0,Σουκινιμίδια
10022,Y46.1,Οξαζολιδινεδιόνες 
10023,Y46.2,Παράγωγα της υδαντοΐνης
10024,Y46.3,Διοξυβαρβιτουρικά
10025,Y46.4,Ιμινοστιλβένες
10026,Y46.5,Βαλπροϊκό οξύ
10027,Y46.6,Άλλα και μη καθορισμένα αντιεπιληπτικά
10028,Y46.7,Αντιπαρκινσονικά φάρμακα
10029,Y46.8,Φάρμακα κατά της σπαστικότητας
10030,Y47,"Κατασταλτικά, υπνωτικά και αγχολυτικά φάρμακα"
10031,Y47.0,"Βαρβιτουρικά, που δεν ταξινομούνται αλλού"
10032,Y47.1,Βενζοδιαζεπίνες
10033,Y47.2,Παράγωγα της χλωράλης
10034,Y47.3,Παραλδεΰδη
10035,Y47.4,Ενώσεις βρωμίου
10036,Y47.5,"Μικτά κατασταλτικά και υπνωτικά, που δεν ταξινομούνται αλλού"
10037,Y47.8,"Άλλα κατασταλτικά, υπνωτικά και αγχολυτικά φάρμακα"
10038,Y47.9,"Κατασταλτικό, υπνωτικό και αγχολυτικό φάρμακα, μη καθορισμένο"
10039,Y48,Αναισθητικά και θεραπευτικά αέρια
10040,Y48.0,Εισπνεόμενα αναισθητικά
10041,Y48.1,Αναισθητικά που χορηγούνται παρεντερικώς
10042,Y48.2,Άλλα και μη καθορισμένα γενικά αναισθητικά
10043,Y48.3,Τοπικά αναισθητικά
10044,Y48.4,"Αναισθητικό, μη καθορισμένο"
10045,Y48.5,Θεραπευτικά αέρια
10046,Y49,"Ψυχοτρόπα φάρμακα, που δεν ταξινομούνται αλλού"
10047,Y49.0,Τρικυκλικά και τετρακυκλικά αντικαταθλιπτικά
10048,Y49.1,Αντικαταθλιπτικά αναστολείς της μονοαμινοξειδάσης
10049,Y49.2,Άλλα και μη καθορισμένα αντικαταθλιπτικά
10050,Y49.3,Φαινοθειαζιδικά αντιψυχωσικά και νευροληπτικά
10051,Y49.4,Βουτυροφαινόνες και θειοξανθινικά νευροληπτικά
10052,Y49.5,Άλλα αντιψυχωσικά και νευροληπτικά
10053,Y49.6,Ψυχοδυσληπτικά [ψευδαισθησιογόνα]
10054,Y49.7,Ψυχοδιεγερτικά με δυνατότητα κατάχρησης 
10055,Y49.8,"Άλλα ψυχοτρόπα φάρμακα, που δεν ταξινομούνται αλλού"
10056,Y49.9,"Ψυχοτρόπο φάρμακο, μη καθορισμένο "
10057,Y50,"Διεγερτικά του κεντρικού νευρικού συστήματος, που δεν ταξινομούνται αλλού"
10058,Y50.0,Αναληπτικά
10059,Y50.1,Ανταγωνιστές των οπιοειδών υποδοχέων 
10060,Y50.2,"Μεθυλοξανθίνες, που δεν ταξινομούνται αλλού"
10061,Y50.8,Άλλα διεγερτικά του κεντρικού νευρικού συστήματος
10062,Y50.9,"Διεγερτικό του κεντρικού νευρικού συστήματος, μη καθορισμένο"
10063,Y51,Φάρμακα που δρουν κυρίως στο αυτόνομο νευρικό σύστημα
10064,Y51.0,Αντιχολινεστερασικοί παράγοντες
10065,Y51.1,Άλλα παρασυμπαθητικομιμητικά [χολινεργικά]
10066,Y51.2,"Γαγγλιοπληγικά φάρμακα, που δεν ταξινομούνται αλλού"
10067,Y51.3,Άλλα παρασυμπαθητικολυτικά [αντιχολινεργικά και αντιμουσκαρινικά] και σπασμολυτικά που δεν ταξινομούνται αλλού
10068,Y51.4,"Κύριοι α-αδρενεργικοί αγωνιστές, που δεν ταξινομούνται αλλού"
10069,Y51.5,"Κυρίως β-αδρενεργικοί αγωνιστές, που δεν ταξινομούνται αλλού"
10070,Y51.6,"Α-αδρενεργικοί ανταγωνιστές, που δεν ταξινομούνται αλλού"
10071,Y51.7,"Β-αδρενεργικοί ανταγωνιστές, που δεν ταξινομούνται αλλού"
10072,Y51.8,"Κεντρικώς δρώντες και αδρενεργικοί νευροαποκλειστές, που δεν ταξινομούνται αλλού"
10073,Y51.9,Άλλα και μη καθορισμένα φάρμακα που δρουν κυρίως στο αυτόνομο νευρικό σύστημα
10074,Y52,Παράγοντες που δρουν κυρίως στο καρδιαγγειακό σύστημα
10075,Y52.0,Καρδιοτονωτικές γλυκοσίδες και φάρμακα με παρόμοια δράση
10076,Y52.1,Αποκλειστές των διαύλων ασβεστίου
10077,Y52.2,"Άλλα αντιαρρυθμικά φάρμακα, που δεν ταξινομούνται αλλού"
10078,Y52.3,"Αγγειοδιασταλτικά των στεφανιαίων αγγείων, που δεν ταξινομούνται αλλού"
10079,Y52.4,Αναστολείς του μετατρεπτικού ενζύμου της αγγειοτασίνης
10080,Y52.5,"Άλλα αντιυπερτασικά φάρμακα, που δεν ταξινομούνται αλλού"
10081,Y52.6,Αντιυπερλιπιδαιμικά και αντιαρτηριοσκλυρηντικά φάρμακα
10082,Y52.7,Περιφερικά αγγειοδιασταλτικά 
10083,Y52.8,"Φάρμακα κατά των κιρσών, συμπεριλαμβανομένων των σκληρυντικών παραγόντων"
10084,Y52.9,Άλλοι και μη καθορισμένοι παράγοντες που κυρίως δρουν στο καρδιοαγγειακό σύστημα
10085,Y53,Παράγοντες που δρουν κυρίως στο γαστρεντερικό σύστημα
10086,Y53.0,Ανταγωνιστές των Η2-υποδοχέων της ισταμίνης
10087,Y53.1,Άλλα αντιόξινα και φάρμακα που αναστέλλουν την γαστρική έκκριση
10088,Y53.2,Διεγερτικά υπακτικά 
10089,Y53.3,Αλατώδη και ωσμωτικά υπακτικά
10090,Y53.4,Άλλα υπακτικά
10091,Y53.5,Φάρμακα που διευκολύνουν την πέψη των τροφών
10092,Y53.6,Αντιδιαρροϊκά φάρμακα
10093,Y53.7,Εμετικά
10094,Y53.8,Άλλοι παράγοντες που δρουν κυρίως στο γαστρεντερικό σύστημα
10095,Y53.9,"Παράγοντας που δρα κυρίως στο γαστρεντερικό σύστημα, μη καθορισμένος"
10096,Y54,Παράγοντες που δρουν κυρίως στο ισοζύγιο του ύδατος και το μεταβολισμό  των μετάλλων και του ουρικού οξέος
10097,Y54.0,Αλατοκορτικοειδή
10098,Y54.1,Ανταγωνιστές των αλατοκορτικοειδών [ανταγωνιστές της αλδοστερόνης]
10099,Y54.2,Αναστολέας της καρβονικής ανυδράσης
10100,Y54.3,Θειαζιδικά διουρητικά
10101,Y54.4,Διουρητικά της [υψηλής] αγκύλης
10102,Y54.5,Άλλα διουρητικά
10103,Y54.6,"Ηλεκτρολυτικοί, θερμιδικοί και παράγοντες που επηρεάζουν το ισοζύγιο ύδατος"
10104,Y54.7,Παράγοντες που δρουν στην ασβεστοποίηση των οστών
10105,Y54.8,Παράγοντες που δρουν στο μεταβολισμό του ουρικού οξέος
10106,Y54.9,"Μεταλλικά άλατα, που δεν ταξινομούνται αλλού"
10107,Y55,Παράγοντες που δρουν κυρίως στους λείους και σκελετικούς μύες και στο αναπνευστικό σύστημα
10108,Y55.0,Ωκυτόκα φάρμακα
10109,Y55.1,Μυοχαλαρωτικά των σκελετικών μυών [νευρομυικοί αποκλειστές]
10110,Y55.2,Άλλοι και μη καθορισμένοι παράγοντες που δρουν κυρίως στους μύες
10111,Y55.3,Αντιβηχικά
10112,Y55.4,Αποχρεμπτικά
10113,Y55.5,Φάρμακα κατά του κοινού κρυολογήματος
10114,Y55.6,"Αντιασθματικά, που δεν ταξινομούνται αλλού"
10115,Y55.7,Άλλοι και μη καθορισμένοι παράγοντες που δρουν κυρίως στο αναπνευστικό σύστημα
10116,Y56,"Τοπικοί παράγοντες που δρουν κυρίως στο δέρμα και τους βλεννογόνους και οφθαλμολογικά, ωτορινολαρυγγολογικά και οδοντιατρικά φάρμακα"
10117,Y56.0,"Τοπικά αντιμυκητιακά, αντιμικροβιακά και αντιφλεγμονώδη φάρμακα, που δεν ταξινομούνται αλλού"
10118,Y56.1,Αντικνησμώδη 
10119,Y56.2,Τοπικά στυπτικά και τοπικά απολυμαντικά
10120,Y56.3,"Μαλακτικά, ελαιώδη και προστατευτικά του δέρματος"
10121,Y56.4,"Κερατολυτικά, κερατοπλαστικά και άλλα φάρμακα και σκευάσματα για τη θεραπεία των τριχών"
10122,Y56.5,Οφθαλμολογικά φάρμακα και σκευάσματα
10123,Y56.6,Ωτορινολαρυγγολογικά φάρμακα και σκευάσματα
10124,Y56.7,"Οδοντιατρικά φάρμακα, για τοπική εφαρμογή"
10125,Y56.8,Άλλοι τοπικοί παράγοντες
10126,Y56.9,"Τοπικός παράγοντας, μη καθορισμένος"
10127,Y57,Άλλα και μη καθορισμένα φάρμακα και φαρμακευτικές ουσίες
